,NDVI,GNDVI,OSAVI,LCI,NDRE,SWP,lt
109,0.6482793093,0.5760000348000001,0.2924720943,0.24641987680000002,0.1763636768,12.5,36.0
110,0.6442266703,0.5691059232,0.3050056994,0.2408846617,0.17190048100000002,12.3,35.9
111,0.6528198719,0.5773741007000001,0.32082921270000003,0.22585839030000002,0.1597178578,7.7,26.3
112,0.6861659884,0.6045859456,0.3312545717,0.2589715123,0.1826719642,8.0,31.1
113,0.6869667172,0.6024938226000001,0.3356812894,0.2607915699,0.1839760393,7.5,31.5
114,0.6350007057,0.5607175231,0.3104902804,0.22738617660000002,0.1625629067,9.0,31.4
115,0.6619141102,0.5819805861,0.3209658861,0.24352261420000001,0.1731885672,10.5,31.7
116,0.5885990858,0.5291496515,0.2932392359,0.2013546824,0.1464483738,14.3,30.5
117,0.6558932662,0.573530674,0.3016900718,0.2427786291,0.1727267802,11.9,34.0
118,0.6383616924000001,0.5666905046,0.292124331,0.2298334837,0.1645176858,11.0,37.9
119,0.6644325852,0.5828406811,0.3171993494,0.24971042570000002,0.17731876670000002,14.3,34.5
120,0.6292451024,0.5512279272,0.2881500125,0.2238316834,0.16036249700000002,12.3,33.4
121,0.6519643068000001,0.5787981153,0.3066159785,0.24214093390000002,0.1724923253,13.2,32.3
122,0.613730371,0.552400589,0.2946106791,0.22795769570000002,0.1648316681,11.3,36.4
123,0.6757205129,0.5842109919,0.3324274719,0.2466893792,0.1736811996,9.8,33.7
124,0.6672221422,0.5858798027000001,0.3256661892,0.2476128042,0.1749495566,8.5,33.9
125,0.6923503876,0.6022172570000001,0.3338621855,0.2635169625,0.1857230365,8.3,30.0
